num,imdb_id,number_of _posters,total_box_office,with_adjusted_box_office,total_label
4279,tt0377088,2,62387,87296,0
4280,tt0840019,1,62356,85394,0
4282,tt0297389,4,62062,84991,0
4283,tt0289054,8,62044,95782,0
4284,tt0111503,30,61900,101666,0
4285,tt0984175,3,61678,77052,0
4286,tt0156757,1,61663,102617,0
4287,tt0446676,3,61626,76990,0
4288,tt0307568,1,61439,88740,0
4289,tt0330775,3,60852,90516,0
4290,tt0387037,3,60729,83161,0
4291,tt0834941,6,60668,75788,0
4292,tt0466816,9,60641,75752,0
4293,tt0127319,1,60523,100715,0
4294,tt1262863,1,60332,75366,0
4295,tt0160672,4,60279,106429,0
4297,tt0483578,6,24724488,24739671,1
4298,tt0351461,3,60135,86857,0
4299,tt0217355,9,60103,95243,0
4300,tt1143155,3,60336,72155,0
4301,tt1326900,1,106542,127419,0
4302,tt0248190,1,60006,92642,0
4303,tt0120263,4,59842,92472,0
4304,tt0496321,1,59680,81726,0
4305,tt0819723,1,59676,77797,0
4306,tt0226935,3,59675,92131,0
4307,tt0317234,4,59413,88372,0
4308,tt1157694,1,59400,74200,0
4309,tt1157705,3,59192,73949,0
4310,tt0790623,7,357464,372197,0
4311,tt0449467,32,132121212,143843929,6
4312,tt0762117,2,58829,76694,0
4313,tt0420509,8,58804,79376,0
4314,tt0384683,4,58776,73428,0
4315,tt0417148,27,62020814,74590332,3
4317,tt0064285,8,62943,76380,0
4319,tt0332379,20,81257,106934,0
4320,tt0454945,17,55279608,67800484,2
4321,tt0307351,2,58040,86336,0
4323,tt0308672,1,57322,85269,0
4324,tt0889134,6,57297,71581,0
4325,tt0116762,3,74777,129408,0
4326,tt0139951,2,57009,89269,0
4327,tt0064757,76,56921,82219,0
4328,tt0157016,6,56847,100374,0
4329,tt0418689,37,63657941,76072858,3
4330,tt0430916,3,56386,70441,0
4332,tt0488988,7,56215,70226,0
4333,tt0303917,1,56214,81196,0
4334,tt0118756,4,56158,107398,0
4335,tt0300069,4,56146,83520,0
4336,tt0475276,18,77635035,89298000,3
4337,tt0119534,2,55986,107075,0
4338,tt1224153,2,61095,72876,0
4339,tt0402417,2,55459,77599,0
4340,tt0450334,1,55398,75859,0
4341,tt0138623,5,55270,66100,0
4342,tt0075824,24,55261,87574,0
4343,tt0044741,18,55240,82712,0
4344,tt0424993,19,38364855,48874243,1
4345,tt0081235,2,55068,85018,0
4347,tt0804507,15,2911,2911,0
4348,tt0283991,1,54912,84775,0
4349,tt1015971,2,55513,66396,0
4350,tt0303356,2,54834,84650,0
4351,tt0189475,1,54833,91252,0
4352,tt0479884,39,43924923,54210253,2
4353,tt0119842,3,54596,90857,0
4354,tt0315110,4,81517,105742,0
4355,tt1887814,3,54444,78479,0
4356,tt0361668,4,54419,78604,0
4357,tt0076670,7,54357,76066,0
4359,tt0212132,3,54274,78326,0
4361,tt3758172,26,883744,883744,0
4362,tt0472050,4,53760,64297,0
4363,tt1127221,9,53723,64252,0
4364,tt0416887,1,53609,73410,0
4365,tt0887764,1,53589,73384,0
4366,tt0428965,1,53580,73375,0
4367,tt0438327,1,53471,69706,0
4368,tt0177068,5,53454,88955,0
4369,tt0289229,2,52949,77007,0
4370,tt0430634,11,30399714,40342304,1
4371,tt0053459,14,52709,78407,0
4373,tt0120753,10,52526,83242,0
4374,tt0119207,1,52324,92391,0
4375,tt0841925,6,60200,71993,0
4376,tt1035731,1,52166,65167,0
4377,tt0114367,19,52034,71258,0
4378,tt0435625,29,15233,19860,0
4379,tt0787515,1,51933,67706,0
4380,tt0279083,2,51870,82201,0
4381,tt0427944,25,14660045,14720828,0
4382,tt1333634,1,51672,61794,0
4383,tt3625294,1,51576,64432,0
4384,tt0424345,26,27342246,36264119,1
4385,tt1592292,4,51408,64216,0
4386,tt0166695,2,51380,85502,0
4387,tt0469754,8,2951300,2966880,0
4388,tt0195909,1,51282,90543,0
4389,tt0325478,2,51246,71679,0
4390,tt0398103,1,51091,73796,0
4391,tt0348354,1,51036,71312,0
4393,tt0369295,1,50914,75734,0
4394,tt0244794,1,50785,89673,0
4395,tt0056801,31,50690,89503,0
4396,tt0906665,4,50659,63283,0
4397,tt0205735,7,50470,83852,0
4398,tt0402141,1,50469,71608,0
4399,tt0493402,8,50440,63014,0
4400,tt0127288,2,50334,88875,0
4401,tt0880440,7,8084371,8096911,0
4403,tt0772168,7,1150224,1164692,0
4404,tt1212909,2,50076,59884,0
4405,tt4653186,2,50075,74487,0
4406,tt0176415,1,50037,88346,0
4407,tt0139564,2,49983,95593,0
4408,tt0497116,21,52769915,61691085,2
4409,tt0869994,12,22850194,23050851,1
4410,tt0262826,1,49941,79142,0
4411,tt0849480,1,49919,65077,0
4413,tt0411705,16,315305,335203,0
4414,tt0475944,22,38164784,46797264,1
4415,tt0441796,10,23187506,31717163,1
4416,tt3956334,1,49494,60413,0
4417,tt0245157,1,49468,73581,0
4418,tt0190861,11,49464,80595,0
4419,tt0387877,24,49238525,57615349,2
4420,tt0124437,3,49166,87323,0
4421,tt2342708,2,49088,61319,0
4422,tt0361322,1,49048,68629,0
4423,tt0286751,12,49046,68629,0
4424,tt0425253,6,49034,67149,0
4425,tt0230098,3,49029,72926,0
4426,tt0259442,4,49007,77662,0
4427,tt0465624,21,60772856,69097020,3
4428,tt0914358,1,48969,63839,0
4429,tt0468548,3,48896,63741,0
4430,tt0425210,41,55495466,63806765,2
4431,tt0479046,2,48752,63561,0
4432,tt0368264,1,48594,66539,0
4433,tt0207524,3,48564,74971,0
4434,tt0349079,1,48493,70038,0
4435,tt0407236,2,48324,66010,0
4436,tt0120657,37,48160,67392,0
4437,tt0039631,16,64636,78470,0
4438,tt0317052,2,48079,70325,0
4439,tt0337879,6,48000,67167,0
4440,tt1028581,8,73080,82443,0
4441,tt1032854,1,1247724,1262216,0
4442,tt1284526,3,50072,59884,0
4443,tt0790799,13,52107,62279,0
4444,tt0234940,3,132937,154090,0
4445,tt1232824,1,97457,116556,0
4446,tt0466856,6,21170563,28992359,1
4447,tt0813391,1,47243,64692,0
4448,tt0452711,2,47219,66073,0
4449,tt0458375,1,47211,65876,0
4450,tt0181733,1,47200,82694,0
4451,tt0326664,3,47171,66001,0
4452,tt0458438,6,47153,70136,0
4453,tt0971162,2,47071,56296,0
4454,tt0238321,2,47027,72603,0
4455,tt0472126,4,49939,63247,0
4456,tt0381668,5,46750,65418,0
4457,tt0434215,4,21896367,29647869,1
4458,tt1172206,8,54526,65212,0
4459,tt0313737,20,46605,60754,0
4460,tt0465436,9,1146474,1160583,0
4461,tt0119007,1,46470,88390,0
4462,tt1735485,13,52958095,52979140,2
4463,tt0175777,1,46231,81627,0
4464,tt0800272,1,46208,60243,0
4465,tt1049948,3,46612,55740,0
4466,tt0995829,6,46011,57480,0
4467,tt0358590,1,45933,66342,0
4468,tt0177749,4,45884,72711,0
4469,tt0420087,14,26716191,34232168,1
4470,tt0454919,6,30241435,37728448,1
4471,tt0910847,3,46060,57381,0
4472,tt0260713,1,45500,68549,0
4473,tt0367097,3,45463,64351,0
4474,tt0466943,1,45410,59202,0
4475,tt0255111,1,45380,75518,0
4476,tt0236447,1,45317,75411,0
4477,tt0310775,16,45243,63292,0
4478,tt0308488,1,45195,65275,0
4479,tt0211219,1,45170,75169,0
4480,tt0371739,4,45148,61821,0
4481,tt0424136,20,8267066,8645630,0
4482,tt0432260,1,45082,61732,0
4484,tt0796302,7,44852,56027,0
4485,tt1185833,1,44802,53578,0
4486,tt0113026,2,44757,74478,0
4487,tt0486551,10,20159316,27247576,1
4488,tt0437800,8,18959424,25923263,0
4489,tt0419946,21,22165608,29124043,1
4490,tt0443698,1,44435,62180,0
4491,tt0222293,1,44309,72200,0
4492,tt0372370,1,44287,63965,0
4493,tt0762110,5,3437024,3448009,0
4495,tt2082496,5,43993,73204,0
4496,tt0309600,5,43922,65535,0
4497,tt0821810,3,43905,54843,0
4498,tt0164221,5,43865,77447,0
4499,tt0204137,12,43805,72899,0
4500,tt0763840,16,43753,57040,0
4501,tt1326204,1,185881,218837,0
4502,tt0263671,2,43571,64808,0
4503,tt0074462,4,43539,60844,0
4504,tt0144801,2,43506,83206,0
4505,tt0464029,7,43460,56655,0
4506,tt0184510,3,43155,76200,0
4507,tt0070518,10,43129,55381,0
4508,tt0339638,1,43124,59686,0
4509,tt0311943,4,42811,61830,0
4510,tt1024942,6,75465,88202,0
4511,tt0444672,6,42538,55453,0
4512,tt0179063,1,42327,70432,0
4513,tt0332831,3,42258,61032,0
4514,tt0384819,11,41803,57247,0
4515,tt0456012,2,41468,58027,0
4516,tt0361498,2,41382,57901,0
4517,tt1233381,10,41343,49443,0
4518,tt1714833,13,41320,63786,0
4519,tt0370032,19,30962112,37805378,1
4520,tt0047892,11,54757,74164,0
4521,tt0784977,1,41004,53452,0
4523,tt0335126,2,40874,59032,0
4524,tt1051245,1,40864,51048,0
4526,tt0997147,2,9740796,9748788,0
4527,tt0148841,2,40712,67750,0
4528,tt0099587,11,40603,55937,0
4529,tt2058636,2,40289,52519,0
4530,tt0304678,7,40274,58027,0
4531,tt0317965,4,40246,56314,0
4532,tt0343107,2,40238,58117,0
4533,tt0123028,1,41271,49963,0
4534,tt0342804,1,40112,59480,0
4535,tt0116480,2,40000,78165,0
4536,tt0808438,1,39975,54744,0
4537,tt0433383,17,56586901,68930711,2
4538,tt1012757,3,39891,49828,0
4539,tt0462519,23,17807569,24386847,0
4540,tt0150338,1,39842,66297,0
4541,tt1027658,2,39683,47460,0
4542,tt0455590,33,49155371,54741663,2
4543,tt0462333,1,39652,55479,0
4544,tt1187354,1,39456,49290,0
4545,tt0060138,7,39388,58592,0
4546,tt0286594,3,39381,56879,0
4547,tt0830570,3,39576,49380,0
4548,tt0465551,17,50578411,55937900,2
4550,tt0420952,1,39075,54672,0
4551,tt0214557,1,39036,64701,0
4552,tt0498366,1,40227,52178,0
4553,tt0799976,1,38925,50743,0
4554,tt0426627,4,38922,53300,0
4555,tt0893509,5,38848,48528,0
4556,tt0474622,2,38605,51712,0
4557,tt0358647,1,38593,55740,0
4558,tt0226430,2,38530,64118,0
4559,tt0201899,2,38247,59041,0
4560,tt0161977,1,38214,60556,0
4561,tt5503786,1,38150,55103,0
4562,tt0442286,7,38147,52232,0
4564,tt0102556,2,37871,63023,0
4565,tt0120352,1,37831,59947,0
4566,tt0368745,1,54389,73491,0
4567,tt0308595,3,37757,52833,0
4568,tt0828065,6,37895,49398,0
4569,tt1024746,3,37600,46967,0
4570,tt0117214,3,37598,62960,0
4571,tt0410818,1,37464,54107,0
4572,tt0119819,3,37446,73177,0
4573,tt0184115,1,37280,62037,0
4574,tt0117350,2,37260,71258,0
4575,tt0397078,22,38159905,44561506,1
4576,tt0183065,1,37200,61902,0
4577,tt0795376,3,37072,49954,0
4578,tt0207201,29,374105123,490200609,9
4579,tt0255309,2,36889,61382,0
4580,tt0832906,1,36875,48070,0
4581,tt0488658,10,21970831,28015215,1
4582,tt0233315,1,36807,61238,0
4583,tt0168740,12,36666,64736,0
4584,tt0464105,3,36608,50133,0
4585,tt0071222,17,16235738,21884961,0
4586,tt0098308,8,36486,54269,0
4587,tt0337868,3,36412,52591,0
4588,tt0330080,2,36407,50941,0
4590,tt0783681,1,36089,49416,0
4591,tt0177746,3,36087,55713,0
4592,tt0178988,2,36025,63606,0
4593,tt0244709,4,77243,98256,0
4594,tt0042876,35,96568,113865,0
4595,tt0354578,1,35688,46527,0
4596,tt0327643,8,35657,49891,0
4597,tt0780492,3,35630,46447,0
4598,tt0056868,3,35609,59256,0
4599,tt0120491,4,35471,67840,0
4600,tt0188128,4,35384,54627,0
4601,tt0206762,1,35363,52600,0
4603,tt0384573,2,34812,47667,0
4604,tt1280011,1,100028,119633,0
4605,tt1212007,4,49568,61920,0
4606,tt0377556,2,34720,49801,0
4607,tt0360216,1,34699,48555,0
4608,tt0326148,1,34646,50044,0
4609,tt0968760,1,34972,41818,0
4610,tt0120594,7,34524,60960,0
4611,tt0342275,2,34514,51335,0
4612,tt0120213,5,34488,65956,0
4613,tt0436262,4,34410,47945,0
4614,tt0335351,1,34398,49111,0
4615,tt0439774,2,72583,85252,0
4616,tt0309061,2,34293,52941,0
4617,tt0283469,1,48873,64650,0
4618,tt0348529,7,34156,49290,0
4619,tt0422720,16,60862471,66760051,3
4620,tt0914845,2,34068,42365,0
4621,tt0230783,1,33842,53632,0
4622,tt0120220,2,33768,64575,0
4623,tt0008112,2,33716,56107,0
4624,tt0377701,2,33700,48671,0
4625,tt2486792,1,33620,46034,0
4626,tt0308353,17,37923818,42738419,1
4627,tt0049366,12,33565,53192,0
4628,tt0202831,1,33413,55605,0
4629,tt0978649,4,40349,48079,0
4630,tt0462395,3,15680099,21473355,0
4631,tt1308134,1,33272,48052,0
4632,tt0819714,17,3238922,3245435,0
4633,tt0097790,5,33223,45496,0
4634,tt0801526,7,33183,42581,0
4635,tt0119429,3,33148,64772,0
4637,tt0118980,5,33000,63113,0
4638,tt0175159,2,33000,58269,0
4639,tt0454864,7,32921,42921,0
4641,tt0382691,5,32799,45236,0
4642,tt0305568,10,32686,48617,0
4643,tt1232790,3,32677,39073,0
4644,tt0119828,4,32443,56843,0
4645,tt0251191,1,32395,51335,0
4646,tt0441761,4,32381,44339,0
4647,tt0218433,1,32269,53694,0
4648,tt0116502,14,806649,837379,0
4649,tt0067698,5,32203,41980,0
4650,tt0197311,1,32148,53497,0
4651,tt0344854,34,113325743,117922755,5
4652,tt0374036,1,32058,44859,0
4653,tt0437179,14,18828036,24382131,0
4655,tt0144142,5,31844,52986,0
4656,tt1430836,2,36594,43765,0
4657,tt1620446,4,36210,45856,0
4658,tt0345549,4,31747,45855,0
4659,tt0117773,2,31638,61821,0
4660,tt0287364,1,31481,46644,0
4661,tt0498380,40,67867998,72067578,3
4662,tt0486051,10,31388,40921,0
4663,tt0214878,5,31300,49604,0
4664,tt3169000,3,31272,39064,0
4665,tt0405271,1,31235,43657,0
4666,tt0496319,3,31216,40697,0
4667,tt0390418,4,31211,45029,0
4668,tt0219519,5,31200,49443,0
4669,tt1823159,4,31071,51703,0
4670,tt0181547,2,31065,51694,0
4671,tt0337961,5,31046,45998,0
4672,tt0037884,22,31043,51425,0
4673,tt0348853,3,31008,42464,0
4674,tt0430431,14,13725032,18674371,0
4675,tt0210065,9,30915,47720,0
4676,tt0114086,11,30890,54538,0
4677,tt0084628,9,30878,45926,0
4680,tt0416675,3,30591,38212,0
4681,tt0436331,16,18110152,23049324,0
4682,tt0147192,1,30432,50645,0
4683,tt1216300,4,6634682,6642237,0
4684,tt0048261,16,30316,37871,0
4685,tt1638002,28,448993,450296,0
4686,tt0806686,7,30309,37862,0
4687,tt0420291,4,309197,321295,0
4688,tt0151734,2,30296,41486,0
4689,tt0409301,1,30276,39468,0
4690,tt0141105,3,30193,53309,0
4691,tt0360016,2,30142,41271,0
4693,tt0887971,10,29784,37208,0
4694,tt1003023,2,29697,35512,0
4695,tt1093836,2,29692,37091,0
4696,tt0416220,6,29500,41280,0
4697,tt0434292,5,29472,40356,0
4698,tt0436728,1,29460,39028,0
4699,tt0251110,5,29367,42410,0
4700,tt1179781,4,2997278,3004571,0
4701,tt0783695,2,29185,39863,0
4702,tt0211714,2,29154,48510,0
4703,tt0342882,2,29121,39002,0
4704,tt1183251,17,1461624,1468067,0
4705,tt6772950,13,28894,40428,0
4706,tt0395169,19,36521223,45933423,1
4707,tt0454824,19,14816379,19652913,0
4708,tt0270688,2,28811,42850,0
4709,tt0250125,1,28757,42769,0
4710,tt1192620,7,28682,34301,0
4711,tt0191074,3,28658,44240,0
4712,tt0276951,1,28575,45281,0
4713,tt1095001,2,28564,34158,0
4714,tt1276996,1,30050,35934,0
4715,tt0375911,2,28324,38786,0
4716,tt0380366,11,28292,40634,0
4717,tt0071604,4,28287,40858,0
4718,tt0109479,3,28099,43666,0
4720,tt0250282,1,28043,43289,0
4721,tt0479506,3,28041,38401,0
4722,tt0257215,3,27983,43200,0
4724,tt0804492,4,1527696,1534597,0
4725,tt0040367,15,27516,39737,0
4726,tt0317521,2,27500,42455,0
4727,tt1506945,1,27449,37584,0
4728,tt0271395,1,27396,40751,0
4729,tt0441909,23,87226613,91457526,4
4730,tt0472210,1,27344,37441,0
4731,tt0402577,1,27301,39181,0
4732,tt0054758,1,50039,58816,0
4733,tt0479647,11,12740705,17422310,0
4734,tt0246870,1,27229,43146,0
4735,tt0296621,2,27225,40491,0
4737,tt5495040,1,312278,312278,0
4738,tt0443524,1,27052,32346,0
4739,tt2569236,4,27007,39934,0
4740,tt0055082,5,46436,51829,0
4741,tt0392465,5,27000,36974,0
4742,tt1104783,1,26976,33700,0
4743,tt0872318,1,26946,35127,0
4745,tt0124555,1,26909,47514,0
4746,tt0495060,1,26859,35790,0
4747,tt0061473,4,34774,42904,0
4748,tt0395796,1,26756,36633,0
4749,tt0194138,1,26747,40114,0
4750,tt0255305,1,26731,43558,0
4751,tt7479144,5,12440,12440,0
4752,tt0378284,4,26676,37324,0
4753,tt0448124,6,26651,34741,0
4754,tt1223975,3,33447,39997,0
4756,tt0118828,1,26641,52062,0
4757,tt0269461,3,26617,41092,0
4759,tt0054861,2,26516,33126,0
4760,tt0302297,7,26511,37091,0
4761,tt0466460,2,26472,36248,0
4762,tt0417225,5,12669914,17351012,0
4763,tt0197384,6,26394,43917,0
4764,tt0179473,3,26357,41917,0
4765,tt0119054,3,26347,46518,0
4766,tt0168950,1,26336,46500,0
4768,tt0301050,2,26272,39073,0
4769,tt0377818,21,26157,32678,0
4770,tt0253063,1,26114,40733,0
4771,tt0368774,5,209058,219791,0
4772,tt0412919,2,26073,36481,0
4773,tt0465203,13,2726062,2733978,0
4774,tt1213832,1,26042,31144,0
4775,tt0475298,3,16684,16684,0
4777,tt0483812,2,25751,33566,0
4778,tt0120018,2,25696,50214,0
4779,tt0336910,2,25688,38114,0
4780,tt0133412,5,25651,45290,0
4781,tt1037090,4,25646,30668,0
4782,tt0350193,14,25578,35028,0
4783,tt0928413,3,25526,33279,0
4784,tt0369523,1,25347,34705,0
4785,tt0460740,21,2896988,2904682,0
4786,tt0398830,1,25325,35432,0
4787,tt0427954,21,2087237,2087474,0
4788,tt3476480,2,25315,36562,0
4789,tt0846668,1,25209,31494,0
4791,tt0158033,3,25120,39809,0
4793,tt0239695,2,25076,39737,0
4794,tt0297721,6,24846,37504,0
4795,tt1324078,3,24625,29449,0
4796,tt0366721,2,24514,34167,0
4797,tt0450470,2,24452,33485,0
4798,tt1339268,2,46590,55408,0
4799,tt0472186,2,24216,33162,0
4800,tt0219965,18,71523271,95802682,3
4802,tt0024844,7,24084,40078,0
4803,tt0410549,3,24038,32911,0
4804,tt0367859,3,23989,33566,0
4805,tt0117351,3,23862,46626,0
4806,tt0417791,5,1471229,1480744,0
4807,tt0107401,1,23792,36992,0
4808,tt0202077,1,23778,37800,0
4809,tt0447016,1,23578,32992,0
4810,tt0497972,18,23563,29431,0
4811,tt0492463,3,23465,30588,0
4812,tt0480001,1,23457,30220,0
4813,tt0164917,23,23453,37163,0
4814,tt0431827,2,23442,30561,0
4815,tt1079980,3,23412,27995,0
4816,tt0168912,2,23374,38562,0
4817,tt0120584,2,23349,41226,0
4818,tt0792948,5,23308,30381,0
4819,tt0401808,4,23307,30381,0
4820,tt0112462,35,1597,1695,0
4821,tt0760187,9,23200,30247,0
4822,tt0383060,11,12506188,16935826,0
4823,tt6987652,2,23095,28848,0
4824,tt0346800,1,22940,33135,0
4825,tt0400446,1,22900,33072,0
4826,tt0284880,6,22826,32965,0
4827,tt0341573,1,22770,31861,0
4828,tt0399862,6,11924041,16264761,0
4829,tt0181786,1,22627,39952,0
4830,tt0841108,3,22509,29341,0
4831,tt0351770,1,22503,32498,0
4832,tt0128648,1,22500,43029,0
4833,tt0382810,3,3222453,3230740,0
4834,tt0425598,3,12051924,16381538,0
4835,tt0308055,17,13003,13003,0
4836,tt1042499,6,22406,27986,0
4837,tt5198796,4,22359,30615,0
4838,tt0451221,1,22251,27798,0
4839,tt0112454,1,44544,87045,0
4840,tt0457513,30,40103262,43992147,2
4841,tt0411323,5,22282,26641,0
4842,tt0822849,5,22136,28856,0
4843,tt0414713,1,22121,28839,0
4844,tt4801232,3,22094,27601,0
4845,tt0244476,1,22071,34068,0
4846,tt0841173,1,22026,28713,0
4847,tt0826547,2,22011,28695,0
4848,tt0118127,2,22002,42993,0
4849,tt0790709,3,22000,27484,0
4850,tt0473037,1,21967,30076,0
4851,tt0322824,3,21900,32570,0
4852,tt0365485,18,21816,27251,0
4853,tt0462477,5,21766,28372,0
4854,tt0064169,12,21567,30175,0
4855,tt0411883,2,21515,30103,0
4856,tt0379158,1,21507,27143,0
4857,tt0469686,1,21504,28031,0
4858,tt0445336,5,21438,25636,0
4859,tt0108334,4,21429,29987,0
4861,tt0938706,2,21413,25609,0
4862,tt0120894,12,21404,35620,0
4863,tt0246266,4,21324,31906,0
4864,tt1007950,1,21291,26596,0
4865,tt0436978,1,21244,29090,0
4866,tt0805526,9,10243159,13996763,0
4867,tt0210584,3,21172,35234,0
4868,tt0315459,6,21108,29529,0
4869,tt1839654,14,125417,138401,0
4870,tt0450680,5,21056,27448,0
4871,tt0399465,2,21024,29323,0
4872,tt0118174,5,5460000,5460000,0
4873,tt0478999,6,20931,27287,0
4874,tt1085515,2,20915,25008,0
4875,tt0120392,2,20868,40778,0
4876,tt1152758,3,20834,26022,0
4877,tt0369294,1,20795,28471,0
4878,tt0285487,1,20710,31969,0
4879,tt1284596,1,20705,25861,0
4880,tt0443691,1,20702,28964,0
4881,tt0453508,1,20684,28946,0
4882,tt0430576,9,6076115,6083612,0
4883,tt0072913,3,20665,31897,0
4884,tt0848542,1,20636,26874,0
4885,tt0267344,1,20610,32660,0
4886,tt0280696,3,20600,30642,0
4889,tt0881909,1,20577,26820,0
4890,tt6515420,3,20555,32570,0
4891,tt0806679,2,20475,26695,0
4893,tt1171238,1,20440,25529,0
4894,tt0133122,12,20416,36041,0
4895,tt0116592,1,20325,39719,0
4896,tt0364093,3,20237,28794,0
4897,tt0892904,1,69171,82605,0
4898,tt1245369,1,20169,24120,0
4899,tt0144604,2,20167,38571,0
4900,tt0363504,2,20149,28193,0
4901,tt2280378,4,20138,26255,0
4902,tt0056663,14,20137,134945,0
4903,tt0478338,1,20117,28148,0
4904,tt0414993,28,15461638,19195501,0
4905,tt0219935,3,20073,29852,0
4906,tt0111255,22,20021,33315,0
4907,tt1092004,1,20018,25008,0
4908,tt0446345,1,20013,27403,0
4909,tt0117898,8,51618,100868,0
4910,tt0453494,8,8224998,11224178,0
4911,tt0828393,4,21886,27341,0
4912,tt0446755,25,15118795,17600067,0
4914,tt0484113,1,19790,25798,0
4915,tt1489185,1,20214,24174,0
4916,tt1196707,1,19712,24623,0
4917,tt0402906,1,19662,25627,0
4918,tt0176774,1,19610,31072,0
4919,tt0095016,88,19596,34597,0
4920,tt0338249,1,19590,28291,0
4921,tt0448075,9,10770993,13666263,0
4922,tt0219405,4,19583,30229,0
4923,tt0368580,2,19504,28166,0
4924,tt0038477,4,19481,32274,0
4925,tt0073198,3,19858,23726,0
4926,tt0158440,1,19381,32247,0
4927,tt0461946,2,19373,25251,0
4928,tt0996966,3,21152,25295,0
4929,tt0439815,14,12930343,15813074,0
4931,tt0763304,4,28058652,30858803,1
4932,tt0155713,2,19319,34104,0
4933,tt0449303,4,38928,48626,0
4934,tt1580346,1,225519,243104,0
4935,tt0410407,1,19257,27807,0
4936,tt0076221,8,19242,30489,0
4937,tt0259981,1,19205,30337,0
4938,tt0206926,5,7019147,7030337,0
4939,tt0855824,5,19136,24946,0
4940,tt0326208,5,296584,305055,0
4941,tt0396240,1,19050,27511,0
4942,tt0245929,6,18944,29135,0
4943,tt1045889,1,18918,24659,0
4945,tt0376588,1,18752,27080,0
4946,tt1062965,2,18728,22398,0
4947,tt0825331,2,18720,23385,0
4948,tt0186549,2,18601,29475,0
4949,tt0456549,1,18516,25905,0
4950,tt0496328,2,18445,24040,0
4951,tt0401445,33,42064105,44818137,2
4952,tt0293685,1,54394,63217,0
4953,tt0457452,1,18389,25726,0
4954,tt0051871,1,19860,24264,0
4955,tt0212772,2,18335,29054,0
4956,tt0430289,2,18326,25636,0
4957,tt0830968,2,18239,24972,0
4958,tt0405676,18,9521458,12189533,0
4959,tt0021749,21,18165,23681,0
4960,tt0090927,18,18134,35432,0
4961,tt0498329,1,44344,53031,0
4962,tt0218581,4,18062,27879,0
4963,tt0419663,2,17986,24623,0
4964,tt7665476,3,2669,2669,0
4965,tt1048174,3,33758,38196,0
4966,tt0070460,12,17808,34795,0
4967,tt0298238,1,17717,27350,0
4968,tt0814031,1,18654,22308,0
4969,tt0490196,6,7301115,9909952,0
4970,tt0285727,2,17528,24524,0
4971,tt0454970,10,14321070,16912296,0
4972,tt0264013,2,17384,26838,0
4973,tt0443506,1,17341,23744,0
4974,tt0930057,1,17304,23690,0
4975,tt0473024,3,7009668,9599497,0
4976,tt0379402,1,17064,23878,0
4977,tt0116488,1,17012,32166,0
4978,tt0443559,18,18643,22290,0
4979,tt1734433,8,65460,69652,0
4980,tt1237838,5,89442,104850,0
4981,tt0404390,23,9729088,12261818,0
4982,tt0846425,1,16856,21977,0
4983,tt0235553,6,16853,26013,0
4984,tt0960770,2,16814,20999,0
4985,tt0445054,9,1011919,1150429,0
4986,tt0076164,9,16756,29583,0
4987,tt0439289,16,8706701,11241233,0
4988,tt0768183,3,16659,20810,0
4989,tt1001540,1,26064,31171,0
4990,tt1137437,2,18480,22102,0
4991,tt0473444,34,76904429,78999133,3
4992,tt0425308,5,16513,20622,0
4993,tt0287457,7,16413,22963,0
4994,tt0492488,1,16411,22470,0
4995,tt0117365,1,16367,27628,0
4996,tt0477731,5,16340,21304,0
4997,tt0219210,1,16280,27089,0
4998,tt0243483,1,16276,25789,0
4999,tt0362496,1,16259,22264,0
5000,tt0250617,3,16241,25071,0
5001,tt0355857,3,16234,24147,0
5002,tt0456554,13,6590172,8840279,0
5004,tt0481574,2,16136,21367,0
5005,tt0949875,1,17625,21080,0
5006,tt0770814,3,16100,19250,0
5008,tt0259744,1,16063,24793,0
5009,tt0363290,2,16051,23178,0
5010,tt1332100,4,223455,267252,0
5011,tt0120815,51,15811,21941,0
5012,tt0325030,2,15787,22802,0
5013,tt0492492,4,4342159,4347969,0
5014,tt0135024,8,15712,24892,0
5017,tt0388201,1,15655,21905,0
5018,tt0196002,1,15645,26031,0
5020,tt1452628,17,15629,23241,0
5021,tt0120271,1,15546,29727,0
5022,tt0338309,9,15530,21259,0
5023,tt0354668,5,15516,21707,0
5024,tt0478126,1,15513,19375,0
5025,tt0468528,1,15504,21689,0
5026,tt0420627,2,15427,21582,0
5027,tt0914382,3,15425,20111,0
5028,tt0114941,4,15355,21483,0
5029,tt0996948,3,15347,19169,0
5030,tt0112922,17,15324,29305,0
5031,tt0430912,35,35417162,37614055,1
5032,tt0479073,1,15100,19411,0
5033,tt0119837,3,15093,28865,0
5034,tt0082783,5,15063,26596,0
5035,tt6054650,3,2587072,2587072,0
5036,tt0470765,7,5549923,7591526,0
5038,tt0388288,2,14982,20514,0
5039,tt0184819,1,14973,23726,0
5040,tt0390080,5,14923,20882,0
5041,tt0120467,2,14904,23008,0
5043,tt0337585,1,14865,20801,0
5044,tt0242627,1,14848,23528,0
5046,tt0283283,10,14809,21707,0
5047,tt0406214,1,14804,20272,0
5048,tt0206275,15,14781,22569,0
5051,tt5776928,1,14769,21968,0
5052,tt0497986,5,14743,19214,0
5053,tt0236034,3,14597,23125,0
5054,tt0783515,4,15078,18030,0
5055,tt0327594,1,14496,20936,0
5056,tt0817544,5,14485,18092,0
5057,tt0379918,2,1786846,1792621,0
